$ /home/ariel/projects/rawsendmpeg2ts/build/rawsendmpeg2ts     /home/ariel/projects/rawsendmpeg2ts/CNNiEMEA2.ts 239.1.74.20:9009
derived rate: 9945951 bit/s (9.946 Mb/s)
[t+ 375.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 380.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 385.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 390.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 395.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 400.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 405.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 410.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 415.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 420.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 425.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 430.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 435.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 440.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 445.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 450.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 455.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 460.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 465.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 470.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 475.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 480.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 485.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 490.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 495.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 500.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 505.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 510.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 515.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 520.0s] slips this 5s: 0 (worst 0.0 ms at t+156.5s), total 39
[t+ 525.0s] slips this 5s: 10 (worst 6.7 ms at t+521.9s), total 49
[t+ 530.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 535.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 540.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 545.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 550.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 555.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 560.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 565.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 570.0s] slips this 5s: 0 (worst 0.0 ms at t+521.9s), total 49
[t+ 575.0s] slips this 5s: 21 (worst 7.3 ms at t+573.9s), total 70
[t+ 580.0s] slips this 5s: 3 (worst 2.4 ms at t+577.6s), total 73
[t+ 585.0s] slips this 5s: 0 (worst 0.0 ms at t+577.6s), total 73
[t+ 590.0s] slips this 5s: 0 (worst 0.0 ms at t+577.6s), total 73
[t+ 595.0s] slips this 5s: 0 (worst 0.0 ms at t+577.6s), total 73
done: 73 clock slips, max slip 8.139 ms

